dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9
0.8910238387829361,0.7275093553811572,-0.4302024460390948,0.01204145184408854,-0.9097382172579763,0.2562302977197511,-0.08113696802122766,0.1421976052787605,0.23773209350423705,1.2887994814339827
0.7275093553811584,1.983851767046335,-0.8152374106883175,0.3599725128093964,-1.900395987162273,0.3890724501397133,-0.37791288885868746,0.5154498482083767,0.7228997961663742,2.6793551688781596
-0.4302024460390967,-0.815237410688321,0.8657564602222179,-0.4777453454614399,1.0319936204708908,-0.36251666666773164,0.18898983567314445,-0.2953928879662234,-0.4707620268814575,-1.5243112420704341
0.012041451844087904,0.3599725128093956,-0.4777453454614392,0.5913584295510416,-0.5276370644965303,0.17360451139791971,-0.1832612456498262,0.15743821016641604,0.13525142751063182,0.7122535454690242
-0.9097382172579749,-1.900395987162268,1.0319936204708837,-0.5276370644965304,2.452457818816877,-0.6283892619619258,0.40807748851072995,-0.7639712093247109,-0.6904148672111364,-3.0941126152565976
0.2562302977197514,0.3890724501397102,-0.36251666666772875,0.1736045113979191,-0.6283892619619253,0.4825478090041325,-0.16057808924791672,0.1629975287487238,0.2167540347818948,0.8071946971288584
-0.08113696802122963,-0.3779128888586905,0.18898983567314517,-0.18326124564982677,0.4080774885107341,-0.16057808924791803,0.594144001756578,-0.2016762400224551,-0.34772668351087604,-0.8629364847288455
0.1421976052787626,0.5154498482083818,-0.29539288796622554,0.1574382101664174,-0.7639712093247175,0.16299752874872633,-0.20167624002245543,0.5526346098124035,0.2139292137750081,0.9225903423511569
0.23773209350423496,0.722899796166369,-0.47076202688145335,0.1352514275106311,-0.6904148672111323,0.2167540347818938,-0.3477266835108736,0.21392921377500443,0.7170662854608881,1.23367719437842
1.2887994814339805,2.679355168878154,-1.5243112420704255,0.7122535454690246,-3.0941126152565994,0.80719469712886,-0.8629364847288398,0.922590342351148,1.2336771943784262,4.988496088712197
