feature_0,feature_1,target
0.9151236308428364,-0.8426071396828859,1
0.2555829508243656,0.04335998091251924,0
-0.5745449261502363,-0.4632063435115425,0
1.7158460347080193,-1.6809494936368747,1
-1.3533655173357528,-0.8275150026264229,1
-0.9647285934728482,0.07527787907824786,0
0.30257609593949736,0.22649505830658467,0
-0.44846104010988236,0.7497988868348933,0
0.1708177071000119,-0.7092539021598433,0
1.949530255394452,1.7989943324567395,1
-0.2981066332396763,-0.022396353330138122,0
0.7072657468201092,1.1180176443040057,1
0.6764031551779927,-2.255886610964185,1
-1.2556412440438636,-0.2161645646844098,1
-0.3135860469949795,-0.04057655187234546,0
1.1945812367117228,-0.4003468901490527,1
-1.1062934072838455,0.5250456152207637,1
0.02317951693518299,-0.6966526940338664,0
0.5680524035724799,-0.051833715359377974,0
0.09009394360170551,-0.0939445811998369,0
0.4505959626926818,1.617452028507262,1
-0.3177186634671943,0.18145655494219876,0
-0.6780312776107593,-0.4935026199378476,0
-0.17903559513839135,1.0110588281146295,0
-1.1198421868330122,0.43735754193696624,1
-0.2929689668339503,-1.0913756899904417,1
1.0408859729898774,-0.09403473465553544,0
1.388686434144991,1.3120947533716745,1
-0.07099573045307951,-0.9936210050076262,0
-0.4774514742248662,-0.07836009981836602,0
-0.1109814926370586,0.7052250487225644,0
-1.238442155447637,-0.7771878416477656,1
0.531314672828465,1.1345678705239028,1
1.0069867060691078,0.7983494139368082,1
-0.6853839962367141,-0.6690191001398259,0
0.993479915882849,0.4289043673071393,0
0.5661903340286507,-1.3780446400652115,1
-0.6203122058910728,0.7995871992404959,0
-0.2846944232841288,-0.6626845142307977,0
-0.43076144495526375,0.040866890147431965,0
0.2411063006295245,-0.9525095310029906,0
-0.547788007825014,-0.6794182716515045,0
0.5364606734027944,-0.17362816481659152,0
2.0649910151036925,0.7865698064076386,1
-0.5891004383643735,0.6226225593664104,0
-0.05578388792502055,-0.9920629678041165,0
1.0763851270368503,-0.20602738391492176,0
0.02952444604635633,-0.9302602597050266,0
-0.858965072053375,-1.2591312746532872,1
-0.20159724039008536,0.2413372789305006,0
-1.0805647546615882,0.010229301452766577,0
0.8742866334333154,2.242789767121333,1
0.6105059436992245,-0.8395382027617921,0
0.20631962546635363,-1.0042493602834315,0
1.6123006178939703,-1.2941951162212375,1
1.3759735662861194,0.05302358099150598,1
-0.16648568690169646,0.3982248704976033,0
1.161269263224509,-2.4541697859955818,1
-0.5669288687562486,-1.6712162881489638,1
0.1736336445901797,-1.223254774207143,1
-1.707694857788694,0.409162761714406,1
0.9954764622751375,0.6735964817589359,1
0.26686644796236164,0.029559270490810984,0
1.470114609909795,0.4726023406530081,1
-0.10339098736613937,1.3849350103977172,1
-0.3025046302314702,0.8634786876694038,0
-0.5937237311173729,-1.5057420375313253,1
0.7036236301227704,-0.2681421391355984,0
1.5223904683761824,1.3088176984762958,1
0.13141630506650528,1.603234110982364,1
-0.43895522933429887,0.5472063657336347,0
-1.3386682851738152,-0.5635662530804952,1
-1.1953597421953088,1.682045476488165,1
0.5624223053305745,1.6997728832836991,1
-1.550725450533472,-1.960087658190488,1
-2.1433750422848026,0.5122059743604259,1
-0.2347067230448882,0.31545580263619644,0
0.5487880741551484,-0.615134979902052,0
-1.3328634933589074,1.6373912211424648,1
1.8731980955047973,-0.5014559746520365,1
1.4814692368773799,0.38269965489450974,1
0.25259838261827716,-0.26496946834624,0
-1.8656978718697104,0.41003177368395033,1
-0.33067887553187647,-1.3108579126348434,1
-0.565627211153529,-0.210031654236336,0
-1.0497945424030293,-1.4059092142271699,1
-1.1068222039089304,-1.4331531952177476,1
-0.20184052243138237,1.0453712773541248,0
0.39645220856854085,0.48638714881759315,0
0.6522436929391408,0.062030027013379715,0
