feature_0,feature_1,cluster
-1.3826314114099603,-3.6838986075084508,0
-1.5675954351876744,-3.8204504753241357,0
-10.106782655384551,10.03361733911651,2
-2.2342169208981093,-2.018333187111905,0
-6.435373748507344,0.9376819304903273,1
-7.3509407613464735,1.5446088836274532,1
7.637964458698368,5.494572418433138,3
-8.329657811869835,11.069453820506304,2
5.4715060333842676,5.728509187508225,3
-6.352403317492818,-2.266448878323884,1
-10.494813208985917,8.956952116340307,2
-5.698794972991147,1.120077261511704,1
-3.1791143531381127,-2.6194028167245653,0
-0.03241963233628864,-1.3756989088279044,0
-11.319894432468274,9.237100662760815,2
-5.012744060274565,-0.7525515495959993,1
-5.7725052485892725,-0.6016193253526222,1
7.293157416703293,5.684648628488587,3
-6.10751463850284,1.1948441660406126,1
-5.043049573886291,0.9924355583958293,1
4.322481920416756,5.202508906024404,3
-1.2737749570480197,-2.1491934455659756,0
-8.43576952995153,0.2541301020685392,1
7.36951467529013,4.975957192628365,3
-7.7215806189244764,-0.9730292272963543,1
-6.50057382753093,1.7103778044752849,1
5.652990040614411,5.127337889641215,3
4.774888460691123,3.558961541873585,3
7.637247473055044,5.512393749053663,3
-9.823899550793634,10.463125550793478,2
-8.778303660685307,8.361406060184144,2
7.302343653050591,2.383960512645761,3
4.582419750046109,6.607363055084725,3
-3.7559800078336485,1.2813565823668225,1
-9.19401429090918,8.039271109476207,2
-12.212957527682377,10.159242558062349,2
-6.762927166480497,-0.10440289695894778,1
-11.039806423786386,10.515304007678864,2
-6.418992219173038,0.36260906937411863,1
-7.336129646649622,0.7754577200385072,1
-7.862699033958959,2.791238990576945,1
3.0193279364778776,4.036412147638309,3
-6.041937194716695,0.29585771421156104,1
7.335183363000227,5.901157407255577,3
6.408113489214495,5.194043167293552,3
-2.0031126736979235,-0.36317769770405484,0
-10.604037336407998,10.00268780817709,2
5.059487317342716,5.125418213583857,3
-10.824982011148913,10.117063088454287,2
-9.270198094987594,7.9967711686523355,2
-11.053186807111402,10.432817247600155,2
-3.0673192127536923,-4.410629612450375,0
-10.551539957153771,10.458135658211884,2
-2.377210895298357,-0.2267424790176027,0
-10.84060262359855,8.108803725015859,2
5.069399578930545,4.337789414104492,3
-10.16310896465979,7.927575203753414,2
7.96387474559578,4.7778465003045465,3
-11.756818041408426,9.6992773696437,2
-0.9865784308787113,-2.3642776408917485,0
7.681707980136368,4.131258746310703,3
-5.974647000345286,1.4876165629625515,1
-9.81886727624993,9.6899749884682,2
-6.68652536805841,0.06577661237813293,1
-6.746248976321592,0.5869013216954907,1
7.0425824033744915,6.0741791384984785,3
-2.728020725378359,-2.8585620817813946,0
-4.620631507428617,-0.17513676365045072,1
-10.769887203161526,9.730259514517549,2
5.3672418092688945,6.391198196528079,3
-9.25697021096088,8.875081071133035,2
-2.0768244385647465,-3.17723709575409,0
-2.2463219679930733,-3.1313492619693784,0
-7.781474454684746,-0.4370236288234425,1
-7.636099396811625,0.3512538685383841,1
-6.398162334560615,1.8116050072742769,1
-7.674608394782351,1.5580035101662786,1
4.38234429495691,7.881168071027716,3
-1.9703947249938485,-3.0964038250406167,0
-1.7730486663009832,-2.9017892540373227,0
-0.4610941833261726,-4.285231893376224,0
-6.853569427121849,-1.2286344408378764,1
-4.825794045585231,0.1488813947290774,1
-11.389567302170754,8.750385324481403,2
-7.549573756250792,0.1417036991872689,1
-10.344661747854559,9.537980030888756,2
6.954423745752029,5.5821303469584596,3
6.544372861927321,4.208390787047927,3
7.101783107713177,6.173566846805676,3
-6.234620604181138,0.3095361028991188,1
-6.963894390760586,1.1301012521135885,1
-9.855511415454204,7.1973358261160865,2
-0.9545545449170207,-1.582811972537254,0
5.052490656473812,4.664382648751292,3
-9.670022955191198,8.899429166770867,2
-9.153880973875134,9.366833050625777,2
-6.332946627603307,0.9033332218829014,1
-1.500504153988002,-2.6246029496464027,0
-6.471639008334686,-0.23572026325084294,1
-0.9187854687126527,-2.5496806139068084,0
-0.6570587340190357,-1.506067150839918,0
-2.20986197323956,-3.8658992817106643,0
-12.15653516451777,10.546781090319772,2
6.553106926649455,5.231285046690065,3
-2.0005922195420154,-3.2103792790087198,0
-9.428511008295986,11.258423906311421,2
-7.50629906200404,-1.184943944173238,1
-1.980844600283439,-0.9430064280900972,0
-6.591830216866466,0.4733960615281254,1
-1.0133130924934735,-3.412671123677977,0
-6.1697930544513175,0.1707299648917584,1
-5.934166591490666,-2.086397044656647,1
-6.04709079858975,0.4666470007866315,1
-5.397038075687686,-0.736108190072889,1
-1.8062482919949796,-1.8781999735974702,0
-9.691456320839798,11.091714978109664,2
5.679519695905224,3.1727045065545383,3
-10.105509921620696,9.100518833998422,2
-6.482722688585648,0.9450077797538597,1
5.776059375549703,4.251856720240292,3
7.052017681498889,4.5466792602193,3
-2.6376549626602204,-4.657460762900332,0
-5.372180981139462,-1.0260291682882552,1
-1.7501220111599254,-2.3772419324676393,0
-9.169810971281393,8.28718422813305,2
-7.457316733574434,1.3024334819211838,1
6.546902641119269,4.967401281497002,3
-9.83778525655744,7.915792223749878,2
-6.9863910638176066,-0.5950024027946286,1
4.006125076288086,6.975649611816669,3
-1.9789240054073916,-1.0107013219065692,0
6.485859540933086,2.057055664494896,3
-10.603252007165649,7.503337896175431,2
-10.84171812336153,10.755397047729407,2
-6.880491698902354,0.6513117065131566,1
-9.545496888065465,10.228263210220359,2
-10.496160149234996,9.844446621713486,2
-6.580323128959076,2.3123562893234832,1
6.320644882072079,4.465380655703117,3
-6.548356668508717,-2.4163704091688354,1
-0.6698244125443015,-2.8543645390790324,0
-9.232571927951884,9.091769265309896,2
-7.547696956616635,1.0259556077968297,1
-1.051801831392185,-1.8981455513206789,0
-10.621911306804543,8.169898015945327,2
-7.970957850864912,8.543423756818612,2
7.242336853626988,6.641574881972288,3
-11.926031134591037,11.334607510724172,2
-2.2806115439331727,-4.222024628708535,0
-10.870007977313714,9.341956858063806,2
-1.4511371228231615,-2.202093803860402,0
-0.8779324548025548,-2.6790588359003267,0
-11.797735980712838,11.428022819789593,2
-9.774818810968641,9.46013552002089,2
-0.8976400844691229,-1.8113580824859832,0
4.825373025391523,5.546260493196722,3
5.30176421532555,4.987305195890018,3
4.8959634190109655,6.897865712564843,3
-2.150381653902933,-3.9329595296962667,0
7.241528938572893,6.298912190067979,3
5.546371778415332,4.955910846624343,3
-10.789436840490483,9.847597875047304,2
-7.143619334363705,0.3867181583402803,1
6.583160830267346,6.526775630924819,3
6.089406961645779,3.499339676783904,3
8.656076678310564,4.946388896952628,3
-10.183585986771865,8.687330790961544,2
-6.798715473913201,-1.135487793613941,1
-3.1943223523202215,-1.3557262377378025,0
-1.2682361218033493,-2.7652275410378286,0
7.325341241414084,6.340940768008451,3
5.179249763868717,5.24245219061147,3
-10.508553471865525,9.199109296572155,2
-6.365983462634992,0.22199576649484673,1
-5.442770397586396,0.17920756346053346,1
-3.50064601400439,0.4820237185683812,1
-9.447762697127677,9.79573629124643,2
-0.2873928660534881,-2.7007619356099197,0
-8.675909675417548,10.097576216006157,2
-3.5572224663096303,0.9526900920709602,1
-9.852534259545743,8.000024629460395,2
-1.7190307531956754,-1.3940125866743538,0
-9.234883690904608,9.606568092526254,2
6.761404413947747,6.685729007261271,3
-10.476307871966679,9.566696755933084,2
0.2822342316040929,-2.833448535071045,0
-0.5333274638991257,-2.1206799706065502,0
-0.43158018286320776,-4.027304110351051,0
-7.927566713214924,-0.41479649315168565,1
-10.059157285125183,9.538609943417681,2
-2.584181388294261,-2.2106215366966953,0
-8.440653342312734,10.185297257130827,2
-0.8333223319156916,-2.0074868075126497,0
-1.9761869441997493,-1.630267201074881,0
-2.1367853877016376,-3.185900443900681,0
-9.306538119993597,9.429939200271212,2
-4.495180745297546,-0.4356896614988567,1
-6.026204803650651,-1.2165061919826685,1
-1.6258441803094974,-2.092211014109215,0
-2.823970570477261,-3.2766081049326075,0
6.2302765109696,5.203590883708176,3
-7.704299459250332,-1.073689698465858,1
5.247454756735799,5.51722861921488,3
-11.183364566151093,10.45752838376684,2
5.4228549082646325,6.188356031520816,3
-2.1014997890370677,-2.2677296653678836,0
-0.9549072249104984,-3.711952786077659,0
-8.08127716784881,9.89434576204877,2
-1.9371602337124512,-3.008610019540414,0
-0.9717781963088464,-3.6299008274686195,0
-1.4358125039702516,-2.27264114814629,0
-8.942843925474326,8.333539262481652,2
-2.753175176938314,-3.554760885077362,0
5.742339548735056,5.034253624857055,3
5.889706844290495,5.935298531077796,3
-8.150422794027268,9.125716075457456,2
-3.1599033621401107,-2.966887971171563,0
-6.544400728110479,0.22860519233572568,1
-3.532340130893831,-3.138434079927659,0
-7.768467323721682,0.1692006282949458,1
5.2552925857635735,7.302807459584127,3
-1.883159892125541,-1.9495639014047739,0
6.226688699842837,5.2523450355590455,3
-7.592441575985989,0.6563764309320415,1
-9.467578951109093,9.382048292552371,2
-4.659364682463152,-0.9129041406577629,1
4.783033509895375,3.0289085846918535,3
5.748674339866426,5.511904494616356,3
-6.844839021022006,1.6806587608824861,1
-1.7821731244414307,-3.2127267856039903,0
-7.180179990300916,0.18131757699885745,1
-11.328647812609384,10.25924664864758,2
5.065795790420513,5.174363986617527,3
-8.818994510073459,10.449741878047178,2
-9.814889865482838,9.904693590882568,2
-6.681806561837292,0.6786498394958522,1
-5.706890725543932,0.3212223184795443,1
-1.8384079191693548,-4.729085766403793,0
-10.34219201645329,8.403798606174709,2
-8.403703466613885,9.109015196276996,2
6.790213114009257,5.219781735413091,3
-5.069479614908732,-0.14892416520509355,1
-10.020897195025329,11.483575390268646,2
-2.0024099153915467,-4.368992366909816,0
5.709929119137285,3.556259123703934,3
-10.59717333493016,10.991746170267724,2
5.750688282105212,3.34501119997062,3
0.32677063195095823,-3.2366750497626637,0
5.944383107663897,5.249419336691341,3
5.818613640578807,4.334896788809975,3
5.222910696588801,4.683380496715491,3
-2.0543699308020305,-2.3984186565886034,0
-1.3651092834950678,-3.322533574633612,0
-1.5277341537982154,-0.5884090654485803,0
-7.312439977335006,0.3041047339196722,1
-2.562365623330575,-0.763367787331457,0
-3.6547103032965587,-3.114164650707338,0
-3.576840587885826,-1.9381573810826582,0
-2.5413646823991356,-3.877526855225609,0
-1.0202526955005808,-3.01068856500952,0
5.773266313144751,3.9288298928837815,3
-2.4998061145763266,-3.2643957450282484,0
6.053362256338027,4.816056669599131,3
-10.042251592644538,9.366341032829634,2
-2.6213423384037577,-2.0441933679372504,0
5.99000399929059,5.557242722776264,3
-0.8896690644138482,-1.6061872252511271,0
-10.354720340404997,10.668230646217525,2
-10.91347540966453,8.981267149974615,2
-10.44191262033184,9.074954114990517,2
-2.496606576990646,-2.715556592009877,0
6.88878582752112,4.739490254602752,3
5.8477094530819915,4.307515120198225,3
-4.04840455258225,-2.324379351133308,0
-9.815332058781769,8.362417833089063,2
6.0142298608567275,6.1488127747984365,3
-10.073923801241657,9.801760220370678,2
6.984330501361616,4.787961554943568,3
-0.2898918800039598,-1.047058768047387,0
5.410322812113248,4.835574978293206,3
-9.72731209360656,9.240630717986988,2
-9.732679483770752,9.39931348319412,2
-5.690893489862952,-0.6159953171670287,1
-4.873076310065682,1.5546777194914143,1
7.818540620511584,4.909918725988095,3
-9.825049979082179,9.778203065759163,2
-1.6902091579903145,-3.2094673978433184,0
-5.7133675100467,0.19706557719331486,1
5.516695773307622,4.185807639850811,3
-2.9203701626345255,-1.4200463779419377,0
-11.490896342124016,10.117187308299526,2
-8.904772681040473,8.86129355399562,2
-6.54772955885986,-1.4154884757475583,1
5.083565753916456,7.3629172170219785,3
-10.263324681001505,10.275365432574992,2
-7.79187553235563,-0.35794374231369597,1
-1.4761033359624405,-3.1566714140830516,0
-2.231766937656946,-2.420548395475809,0
-9.919966461321737,9.137518841442846,2
-2.193727184704505,-3.2088150941677336,0
-11.029645817277164,10.883689718166611,2
-2.0893862974709867,-3.3128294194470573,0
7.1393459950710385,4.710466121486967,3
-6.839831777351252,-0.8277702713633583,1
-3.3913859095727394,-2.9676705315616583,0
-5.763150038570462,-0.5002122018643329,1
-0.12371289534772667,-1.8812236196923338,0
6.399156111150068,5.5879541719395425,3
-4.378700576428401,-0.7245866357281667,1
-6.244338354519314,1.8769477054264467,1
-0.7103153533688389,-1.7882296037900138,0
-1.2681141565011482,-1.9184485271496263,0
6.227853708073467,5.159665241806912,3
-1.2900972910244661,-1.2936439610989445,0
-9.656073906089924,8.045327572268741,2
-9.469972250775422,8.225428071738918,2
-9.36809303930306,8.400327638949886,2
4.501069304549719,4.132720749900246,3
-1.690715857009643,-1.5801970806689927,0
-4.618034207860909,0.3909492717461733,1
5.24137357751397,5.004919455111137,3
-10.404810621452253,8.317549433239922,2
-3.1384138232067382,-1.1406890228007316,0
-5.623914675665164,2.4162181386312094,1
7.189173907275639,4.365706324893058,3
-10.055970663439808,9.189626054249096,2
-9.531478985506178,9.536681015086337,2
-7.217069630158809,1.6234163193499787,1
-4.841473757995821,0.6067921641029427,1
7.515294959732478,4.697641139831686,3
-8.8996293523557,10.29564529924063,2
-7.00835208542834,1.6212517969670317,1
-1.7325601500816257,-4.196216552266614,0
-9.043328537408062,9.33996302464862,2
-9.847040375693815,9.288366159386802,2
-9.88508026858388,10.04900853234718,2
6.251753338602955,5.443384080006211,3
-4.830010615986135,1.0134301346719328,1
-6.748181645635238,0.4311808205743558,1
-10.182690983841134,9.022986337861434,2
-7.316514726119426,0.28524938965265945,1
-2.285071620996209,-3.438492328756306,0
-1.9579088638205826,-0.44689602233508197,0
4.191991085345017,3.7745714164872823,3
-1.960683274176876,-3.2283534161549357,0
-4.5049946248878765,0.18078521769779374,1
-7.018445414901326,0.5468206318393597,1
6.110684170616619,6.352249340681642,3
-1.028067473825886,-2.6840000293187134,0
4.915870430216691,5.237854794238628,3
5.474058645594954,4.763222877205874,3
-8.188409671158501,1.2196807015141875,1
5.328549205965842,5.036969824227692,3
-7.60165670589464,8.959183910067582,2
7.784089974333217,7.787632443531181,3
-5.200235241399978,-0.2998699112444865,1
-2.8655450774294047,-1.7138967904306035,0
-0.1763379013652262,-2.098934357989702,0
6.2793698270259934,5.34832203773499,3
8.175814303545044,4.798224978235713,3
-0.7431819897691696,-3.24093349332742,0
-9.776915994092978,8.851653926936361,2
-6.5838458347914735,-0.37632463093920676,1
-9.52407226591876,8.970590892086225,2
-6.899222803086242,1.581048340100575,1
-8.790253756985491,8.349928421348135,2
-8.715038205219397,1.3876562544280486,1
4.476335339839462,4.143780369252647,3
4.040351004294027,3.7725905413620717,3
7.46608873036182,5.26345541385061,3
-5.56402368567795,-1.6785173573379502,1
-2.3657167809120776,-3.689237444737797,0
0.10308321293748235,-3.591141941244457,0
-1.3834298866802541,-2.7671015883921064,0
-7.676714590340839,-0.5291163724355876,1
4.264468717425668,5.56554418449061,3
7.066077816019892,5.600412220196894,3
-6.429285991254033,-0.02166675614637059,1
-5.77955272625613,0.5875340109328359,1
6.746920709276976,4.849539317475591,3
-6.130155319417467,-0.8782767109217142,1
6.225620415815251,6.406000416109672,3
-6.908504131827836,0.9625268099382968,1
6.604145481488751,4.327152118579261,3
5.6543951240380315,5.909731866608742,3
-6.205375022505204,1.0942443722743254,1
-8.479835679991536,8.310161837818084,2
6.051151012065147,4.787242838028708,3
