feature_0,feature_1,feature_2,target
1.8124485579969287,0.7077519354554754,-0.6269670577877674,197.06765693262008
0.06023020994102644,2.463242112485286,-0.026513875449216878,209.4751908110309
0.6487098875896427,-0.16711808031685435,1.3821589910375272,61.37543656033973
-1.4084612963635597,-1.5566291735239037,-0.7043436905427592,-256.0629451342666
-1.4358621511794394,1.1631637521549596,1.4412732890661155,2.51193660117409
1.0062928092144405,-0.5768918695231487,-0.38455554422982535,28.124178361420952
1.1428228145150205,0.7519330326867741,-1.168678037619532,137.26239928766464
-0.26888869055483056,-1.1065259087416703,1.1265650295477574,-95.96136324503426
-0.883857436201133,0.1537251059455279,0.3853173797288368,-53.31027402566817
-1.142970297830623,0.3577873603482833,0.058208718445999896,-62.782729465941976
-0.7537361643574896,-0.8895144296255233,-0.2453881160028705,-139.61752540285082
-0.15178509503558332,0.5883172064845765,-1.9520877995225019,5.1586220776144955
-0.5662977296027719,0.09965136508764122,-0.9905363251306883,-53.952807853907224
-0.9378250399151228,0.5150352672086598,-1.377669367957091,-56.000549272751016
-1.2477831819648495,1.6324113039316352,-0.2525681513931603,29.71369126253968
1.6764373122752827,0.32692737376416264,0.0184183791895517,164.62788175869878
0.6141667000434252,0.7575077100473051,-0.22096959953322298,109.71931136936138
0.15039378647620763,0.34175597577715944,-0.759132661553698,28.536589817716575
0.11351734525124804,0.6621306745210467,-0.3853135968617602,58.189203584673955
-0.5138669173366935,-1.0592135218889516,-0.9398797863273552,-145.28289432338104
0.6748194921666038,-1.1227220215622986,-0.04946370965243295,-39.022705548463264
-1.913280244657798,-1.7249178325130328,0.24196227156603412,-296.14654010068443
1.0143700650181304,-1.8408742313316453,1.6654744444625766,-43.43916032114912
-1.6074832345612275,0.1846338585323042,1.307142754282428,-95.10920003036445
0.6696725488300385,0.36659824609684827,-1.3044695005048532,64.3122610757936
0.8128621188389601,0.6296288419236122,0.30729952087660933,123.82315261902285
0.29307247329868125,-0.7143514180263678,0.23225369716100355,-31.737553096454505
-0.600638689918805,-0.2916937497932768,0.37569801834567196,-67.36338060884911
1.0035328978920242,0.36163602504763415,-0.07201012158033385,111.02101748575556
-0.5297602037670388,0.5132674331133561,0.32875110965968446,4.663099036888692
-0.4606387709597875,1.0571222262189157,-0.7198442083947086,38.715812992718575
-1.245738778711988,0.173180925851182,0.21409374413020396,-84.04457862306612
1.9647251329163893,0.03526355197172861,-1.1978778925888485,144.38536515242626
1.179440120721287,-0.4691756521047048,1.8314587658543537,86.87511509065914
-0.8082982853551515,-0.8397218421807761,2.1898029332176723,-100.78900960184012
0.6453759495851475,1.3686315575323487,0.9715709509543554,182.297098605336
-0.5245202662797737,0.48937456122791806,-1.1290517712172292,-20.332122845222038
-1.382799730964336,0.9261775475316414,-0.8756182533847572,-50.11448881235127
-1.2141886127877322,1.1581108735000678,-1.006017381499702,-19.118985629001568
0.1848361236948739,-0.8583577801812136,0.4933179008808892,-48.3773257291946
0.9592708260852069,2.1531824575115563,1.4511436077950417,280.96743127518585
0.5868570938002703,2.1904556258099785,-1.4018510627922809,207.74213110055686
-0.6115178029919482,-1.4066610968482223,-0.7553829323533225,-179.21674546818682
-0.13014305436768459,0.09699596499271819,0.3241663524884421,2.637387983193437
1.6286155455712918,-1.3801014582148914,0.07409478041977519,19.563568801306836
-0.949398888831943,2.632382064837391,1.0536417966078395,158.33014474891857
-2.4716445001272893,-0.7968952554704768,1.4415686206579004,-245.3101053175249
0.6860514599984393,1.0584244868495878,-0.9649234605801045,128.67976662049566
1.135565640180599,0.9540017634932023,0.570890510693167,181.44890197790335
-1.4153707420504142,-0.42064532276535904,-0.23458713337514692,-154.54721469469465
1.8861859012105302,0.17457781283183896,0.4040508568145384,175.30652070587269
0.25602973431387566,0.9826909839455139,0.472597482413043,110.31293561201127
1.0324652605511468,-1.5193699659540134,2.1221561970126332,-7.863953132346748
1.5295503194606137,-0.15800789857898942,-1.6924646297148194,84.75575123163088
1.083051243175277,1.053802052034903,0.5607845263682344,185.29565688132348
0.8576596232020194,-0.1599385299634271,1.475356216949552,80.56250846137812
-0.8612842013282637,1.5231240772696573,0.0773683076476183,57.53792479800521
-0.5227230205190395,1.0490092258368893,-0.18490213644298903,41.56213880456958
-0.6533292325737119,1.7654542402810969,-0.4749453111609562,85.83408859691438
1.5475052013300616,1.7958776730955217,-1.515744114997232,251.6548549191935
-0.8182206832334725,2.0923872756854602,0.5951570254369136,116.75468098262687
0.045571839903813784,-0.6516003476058171,0.21645858958197486,-47.01447969822309
0.33126343140356396,0.9755451271223592,-0.3092123758512146,103.30380562045958
0.6585442726728304,2.0102045387663496,0.334456789987025,226.51946391530706
-1.3353443587101013,0.3801978510059632,0.17770100093325383,-74.73248306224217
0.046980593764742055,-0.45006547147924364,0.005243699718183166,-33.524330804184764
0.9686449905328892,-0.7020530938773524,0.09707754934804039,22.372346291952
1.3538723741654128,-0.11453984525261789,-1.7131345290908775,73.67071081469813
0.9751197334177512,-0.14705738150213865,-0.6771617115121117,56.63838668840095
-1.7101683926566256,-1.348185422105713,0.3078017688920592,-247.1250338471796
-0.6231405264247644,-0.5554771191602547,-0.5309969550018176,-105.7302913222464
0.7109599682034915,0.44426331148603976,-0.3748208075495975,89.09723409009968
-0.8022772692216189,-0.16128571166600914,-0.3427145165267695,-84.5542453568189
1.477894044741516,-0.5182702182736474,0.3571125715117464,83.50076115711535
0.047398671316414016,-0.8604133652839524,-0.6518361078021592,-78.19979232313402
