feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.3981732376784435,-0.43232033826057953,1.6797843103967462,0.5828355528056,1.2424181532802203,-2.2101908471080174,-3.263350203074727,1.5348010700958978,0.14679194683827632,1.4526750479615973,1.3609312821188508,-1.794732196476679,-3.877884724960361,0.9252345695130177,0.5069773524271391,-0.9832299606028799,-0.9640011832533139,-0.5208010837618052,0.08026272392458868,-0.6772558757291496,0
0.42612459580861045,1.3272908700982013,0.6719513711841034,-0.2793351591595289,0.7221011058922372,-3.5527553166607593,-2.629038850546426,1.559458881124128,-1.3930638175661825,-0.38442363235152505,-0.39760587846563084,1.1478037784483246,-4.527860635564576,0.10899686495837378,1.0793060879261385,0.5792301470364769,1.104978922605646,0.17240102341959923,0.758097009598601,0.9671910310923991,0
-1.410403016875943,-0.3198663908737214,0.41530012727283805,-0.6165550816722531,0.7421422516667106,2.512255742395338,3.1525456681316615,-1.5514176816888452,-0.7264018607279901,-0.20950935457398392,0.41216810411956534,-0.6789429200058802,4.044923599815719,-1.1487704407032673,-0.4798234961673477,0.3401604007320349,1.2084984025068635,-0.26342563781657813,0.006370691655521772,-0.9758679690427889,1
0.34564366177551636,0.8039592940766492,-0.4178755349345917,0.1796272847914057,2.008875606922518,-1.6003956660927157,1.9982597315372457,-0.40147612188904197,-0.15721412986902764,-1.2093191273908548,0.4346296281241433,0.7787567833898215,0.03487502611140278,-0.3785290967081174,1.166856486863911,1.3656551116627091,-1.4222889776640852,0.23219743389888334,-1.2119478189349533,-0.3961213855261803,0
-0.26615491446324185,-1.2616046285646676,-0.9443437294898576,-1.1935376353668117,0.1203009955152529,-1.3195661284052205,1.7701720180822598,-0.3735394917473107,1.0144242334893496,-0.3394591629265413,-0.24927066351603075,0.16418955388572795,0.10864320446028361,1.5465035974568988,0.17474340657165158,-2.4875728655640605,-0.7411892202678786,-0.9197043420546429,-0.7340162917279502,-0.2197940723647844,0
-0.7889178575273893,-0.7895854137150534,0.33464922224458044,0.7298241279812683,-0.5358381002407455,-3.4239471964560244,3.158218112707662,-0.4714925283394357,1.6830646028881462,0.6848580262701109,1.2740871885483496,-1.1993998967826127,-0.6534523088482317,0.3435691424629073,-0.3196148856397923,1.1413781453756653,-0.8341502866830178,0.5273793524127596,1.9758778112826112,1.7346239141996984,0
-0.45270678918793683,0.6788539197499631,1.3800946539654317,1.079036789656439,-0.04793051745688267,-2.135885971191577,2.358093953292121,-0.42870002378151767,-0.5085253949073884,-1.686918198578559,-1.1017340988080018,0.22437141648621964,-0.15473229527868815,-1.408022675385824,1.755089092471944,-1.4089719865431602,0.3455548219511603,1.3209075168281588,-0.4687776714229227,1.968915865156558,0
0.2231296309816689,-1.0915432380218184,0.2121900181612624,-0.42896718896905056,0.5106915636730095,-3.2831584643205565,3.1278798959014598,-0.48662806605225806,1.1989393824113848,-0.7678881208610917,1.3680989650432283,-0.6203069728558965,-0.561709120687605,-0.06988775557696875,-0.5627702523715384,0.4880526309679786,0.7135484406541688,1.2138188046017773,-0.18476582252988258,-1.141960265543381,0
0.5523487854676691,0.40607900427293364,0.36654080513157467,-0.6715862479884396,-0.31644640135190866,2.866930657515894,-2.3515557194087644,0.2931967156357892,1.3953022627646772,0.9848680506714173,0.34192800375930965,1.1073308909825996,0.7380555635737667,-1.2800289016991049,-0.6017466790247248,-1.6630624785483086,2.0921314795512567,-1.2095390129561043,-0.9111303797173752,-0.635201186245923,1
-0.1919806866951983,-0.6324601407108126,2.53177435500712,-1.2520829990540898,0.9453809418732503,1.5170774109683303,1.2154133051753735,-0.6980933108185725,-0.3142175770663421,1.853715723708771,-0.5226878890831231,1.0750291043762747,1.9939367140672848,-0.6662912663539937,0.5123476954940284,1.9638435174364155,0.3900324949849137,0.16837517341955444,-0.7167007387371518,-0.58425520679454,1
1.159506025691044,0.2359839726052587,0.4662982907192154,0.23440353904454092,0.04337436003088892,-1.7412094040169546,-2.988994468472871,1.3541594982806242,-2.3248194851064543,-1.9305704979023282,-0.13582093736257733,0.29460953599441303,-3.3275672722746186,-1.6854170984823453,-0.8718723705426206,0.5035068503573532,-0.41207281177410754,0.38853611378559016,0.5855100869638902,-0.12895422064278142,0
0.09811815876079844,-1.1645577695355216,-1.5557900538582494,0.5558953748570118,-0.3651650489199927,2.564959951583006,-2.5376548192954482,0.41278568354199957,-0.22505767283780617,-0.607531368346575,-1.221063603300062,-0.47724887740291627,0.3775569289789009,0.3852656988025542,-1.2138578106328555,0.551877393991943,-0.3666156431870846,0.8448636841360709,-0.49643983437698275,-1.8852395355568354,1
-1.1078695069233113,-0.895767674101921,0.17397558565621798,-1.7076495854157117,0.37626652361756713,2.6876423482945473,2.7998099227640316,-1.4610259881250451,-0.6258098013468647,-0.5702891695099935,-0.4121325192512132,-0.3660684882647454,3.9539194379680263,0.6042548860175698,-0.006028596801639958,-0.13127802665358979,0.08729230845178414,-0.1433938739924971,-2.0998014671950407,-1.7078399245205853,1
1.6281345858974852,-0.6363131406787359,-0.9927481580175485,0.22057163506912347,-0.26065351320584007,2.9105383901807023,-2.52105764859523,0.34404565578367646,0.14728893119595562,-1.1248412043765468,-2.4896965068223085,-1.118818345434181,0.6621087625363178,-0.14935814937265213,-0.4213775202070319,-0.05487536420113738,-0.6088851817936375,0.7624324899139066,-0.696739653201852,-0.10596503403073411,1
0.2564100494044797,0.5062036127252975,-1.344622477273805,0.5568573662704652,0.7121120694063657,4.496694277224373,4.305238941364696,-2.312932879550198,0.3602054477553825,-1.7999500022157229,0.7361181986249195,0.6509838103601692,6.368174045220426,-1.5863461170218915,-1.4313587237459195,0.4086591597150034,-1.5215880242114628,1.6730256688343474,-1.2405698848240545,0.39906198093751616,1
0.04193495842191434,-0.9943536341595258,0.5725403577580975,0.7814576590884043,2.1119299588018454,-1.9534284409730835,-1.8082031534765712,0.9832458663157505,-1.0817066689509427,0.12260177704901525,1.4470641258253578,-0.18639093650979455,-2.725976423003638,-1.1561066054358782,0.7052373456864008,-0.04726404192760941,0.5040789225799158,-1.6512063281420148,0.04528714628731579,-0.17912642540116744,0
1.088603525890297,-0.6203173795677772,-0.5183796444990751,0.3357810425088588,-0.9805441489781379,-2.120672566143335,2.188566491024708,-0.37266726575375375,-2.0118131098449377,-1.15354064140431,-0.27320844130916605,-0.17102236508806054,-0.253186920728432,0.07573770340996186,-0.676186907043436,-0.052408266311841895,1.346563917083411,-1.2197328903434188,-0.5372123572486188,0.813892767182264,0
