feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
-0.059899147789246605,-0.06500709454499483,0.00617421620621688,-0.009457311209801061,0.07668253396550333,0.07319651185065341,-0.05503932331534373,0.0022605738438216216,0.030148180571913843,0.04208139079319232,0.0916438139009315,0.007353220275338576,0.012684399085331751,0.04219259757521723,-0.055808409769635636,-0.042572731992070546,0.02846237451695181,-0.005156741183121147,0.021862956321278867,-0.012637262976081705
0.08652536240534617,-0.040164447170559926,-0.012432390565057789,0.02464435798237203,-0.033447500778563344,0.08844466111834282,0.0011561651123873644,-0.04034370860292285,-0.07153767705525321,-0.042665280390675374,-0.061011814250044094,-0.0003272555165855866,0.032755555879524244,-0.06060174047284202,-0.038432570730702525,0.018533835575305732,-0.055571810979566816,0.0018892750740256473,0.0068158625032552255,0.059144566564634536
0.006221844838675359,-0.0034867514465023847,-0.012853257662674816,-0.05656966879940101,-0.040358296186816786,-0.027802774463719763,0.046777851303632746,-0.09157645892533124,-0.04589557090949801,-0.02443559820743197,-0.03746727070478778,0.018322894599428704,0.015744667226271193,0.021319780051187003,-0.045810529910453,-0.06316047107485229,-0.04126583903480027,-0.015572288858518657,-0.019587808126495382,0.05301582675855434
-0.0320710603739707,0.06697781443250184,-0.04882951833202817,0.02032144692580614,-0.04458443674779155,-0.014748144468981038,0.0009128502285187653,0.10334922976664834,-0.053556648221105105,-0.05736991045858206,0.044882048702760996,0.04022034035097343,-0.03818635605851539,-0.026525230258742805,0.02468965457107292,0.06515492531572566,-0.05340626479516687,-0.04695961541070021,0.025538493163900916,0.08017474664701026
-0.02545446845030787,-0.07414340118985902,0.04060969665383692,-0.02575500349384049,0.026555789135330757,0.04102950151353904,-0.0010198501566432525,0.012411969558460311,-0.03828686641862899,0.006299364488194924,0.00021002414146854769,-0.007938227552740087,-0.03993052820656959,-0.00028969653801450327,0.03491033868545324,-0.06771503863340318,-0.021888143520434312,0.06891735726415966,0.0312609313548472,-0.01200126495420007
-0.10130738786921265,0.017361939719599907,-0.025305294953239226,0.0356325016482358,-0.044496078026921466,-0.02955858659483156,-0.05043371617040632,0.0019161368328252226,-0.0933690436589448,0.057435837642659714,-0.01987943390647882,-0.006883293445232135,-0.051854792989261524,0.012323319510988166,0.10345176416240169,0.029096093480830875,-0.018044632817620743,0.008800391213485852,-0.04315117654628428,-0.00048466141435728465
-0.00428526904853962,0.005593097621532472,-0.08246489696516508,-0.03315111684643861,-0.024549885783974483,0.121639834180898,0.08765390084859825,0.0628624233267646,-0.08040492852567302,-0.06025868114143917,-0.05776790535781524,-0.02111053441672159,0.05129744982151149,0.01833382144524917,0.02358784029425967,0.0990961360100472,0.04068734361209959,-0.0018716254146368034,-0.025215564472433075,0.022224482469760994
0.03760435616149303,0.041285837540622226,0.07475613140349911,0.040502534144238225,-0.0313965722593185,-0.06225814702371511,0.024425221747947513,0.0601130419026335,0.02701657007022302,-0.003318604258161378,-0.012395625754204543,-0.011116560350607752,0.0234598488654158,-0.1019717825071981,-0.046327518574597465,0.00911277848720026,0.030122096910923664,-0.047767864574456864,-0.049736503334945996,0.0002810437973260545
-0.010022043909287237,-0.021088593253879892,-0.09724665395108233,0.037913622804404815,-0.022834261420432544,-0.057221371700192175,0.007635049925998174,0.06314342661707872,-0.06000370104825353,0.05109209675636314,0.03255943860119023,-0.010429355280542516,0.01995631075441052,0.04448913093325709,0.048513406086749665,-0.0638915648605428,-0.00870646859904403,0.11589160206381724,-0.023537415252362276,0.013195605646818511
0.003951585750940465,0.0018646329657611563,-0.002845518618959032,0.024641583735748186,0.014626619659814568,0.050115156069614024,0.020546916200791413,-0.008093516278810725,-0.014437658926444092,0.06271242696626783,0.024090176864810253,-0.0036940213157219213,0.038587666921556525,0.02386237209890972,-0.0229238554852099,0.03562291131411046,-0.03665421384212288,-0.10761457649964558,0.01711886536300424,0.03154116552224358
