feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
0.06781916795445353,-0.21958177971133477,3.2783187092870785,0.32399206505648087,-1.3335283554548558,-0.727937824680025,0.18811548945376066,-1.5272209964759405,0.48905212326394454,0.5306763210421318,-2.574329816640212,1.2823873718879968,-1.7573603211400892,-1.1636355792801822,1.214672733338456,38.38535805404481
0.8754139015489077,-1.2173166812983405,0.33862227051127314,-0.6294797737067866,1.610069452631807,0.08806346741280892,0.23066271381197678,0.44260128079993044,-2.300147962256077,1.4191520536821238,1.1553380420835908,1.3672185396560703,0.15047482098743592,-1.4640029539848542,1.085855077334274,-9.112530383042978
0.334448564321457,-0.7568458028208636,-0.5762460468941214,-0.44626167409394113,-0.7546132183132586,0.38510169395045557,0.3225060165513484,-0.9004084805754478,-0.3942821118201744,0.9066492386788045,-0.199785850964235,1.2317999090512732,0.6340229056398426,0.5221592953567665,0.8357866776690445,152.74351608300702
-1.257900811551126,-0.47823224143020104,-0.08563962946356647,0.8040038929644269,0.5387566677429955,1.089533338536687,2.1373465995416248,-0.38444269147178484,-0.8741677017387,-0.9527249507911322,0.41081738632618725,-0.37844576371305977,0.6548924210826441,1.0950766479174652,0.9243109283697029,59.956280097758324
-0.1095416513334852,0.07091193655152962,-0.9804715815996053,-0.03216174536304119,-0.7020350698659762,0.6465050376506123,-1.1313412879360156,1.3150705666694689,2.08122076699372,-0.3650441445886912,-0.593530490671522,-0.3688437241519007,2.584888189580061,-0.7366743901705671,-0.5512585355768099,-103.3332373278395
-1.2187815360180003,-0.7453472167437455,-1.2236357375051194,-0.006048151410513182,-0.556664312272797,-0.6863387327431283,-0.6278205640520554,-1.8807932577652682,0.8126333812363487,0.06226132154989981,0.3745158873534051,-0.29941252897258813,-1.0299973613593212,-0.6531561079552223,-0.06392690131249355,-96.29726435678766
-0.4232635144940499,-0.8472309244530644,-1.5694530992216262,0.6960620082567862,1.0599768304647454,-1.6332894611465758,0.9713420362894081,-1.451695008339648,-0.9091026508071581,0.7825781784436724,-0.12805250491949718,-0.7244832835908835,-0.7390585455500542,-1.0380356345069883,-0.22390397383336455,-168.05443012038612
1.613552922243587,-0.6475627188004094,-1.5697723351780184,0.07658332867556011,0.109147448665554,-0.5006240181032221,1.272632421110245,0.1698493732452975,0.4708084322242758,-0.2667077673051246,0.4562004237503944,-0.301160911359312,0.4567054035707736,0.13948060094561598,-1.3148211020717842,-9.518769013653895
-0.8507022735601236,2.339249811976745,0.9373524815196297,0.595925938676755,1.1312993023373172,0.5866594465428447,0.18461299367150313,0.03376606363924655,0.43563755057069203,-1.4100145511974884,-0.5730261517660101,0.6369078928313071,-0.6061670318062773,0.3944395499210547,0.999640133737922,103.75622787127276
-1.7529998542851903,-0.16242276937728292,-0.8100505016489377,0.27547239705645943,-0.7457578269286601,0.3827435772167122,-0.33491178403705707,-1.4237145799251962,-2.6681167510369264,0.009716969943400138,-0.17295679972794584,-0.2553327198272957,0.7295886555538347,-1.4232179539950276,1.5945483745190179,-161.3160204300372
-0.612486105334369,-0.7103831437132403,0.28716980828785327,-1.3970452898720562,-0.2701497577641401,-0.3898450404722282,-1.0568187893778211,0.6359599936981806,-0.5396963986406879,-1.0688933270540464,-1.0443179072901907,-0.028240893271143503,0.6277144651653553,0.24051535152906345,-1.2114280085398332,18.652957372888583
-0.25235852004204284,1.585547417825921,-1.5491922349362806,2.1391656582903416,0.7647714292782308,-0.6259864527271339,-1.207080695234212,-1.0142338299256592,-1.8638291177019641,-1.8808649942189857,-0.7035969280577375,1.0077965714377337,-1.3257321526849508,-2.2213556910611785,0.9962810595722267,-106.4515266565049
