feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
-1.801683328466332,-0.4967860491433521,0.09958042712579868,0.93241309757256,0.5047978676212922,-0.08025546538485848,-0.3719858963818203,-1.200787797194828,-119.68844895177224
-1.4333021884504995,-0.04244000927569719,1.3900868230157322,1.1981269718398453,0.43707535166576345,-0.767418045234639,-0.025208115721992132,1.0000345164412436,233.45652711384378
-0.055872704125218844,-2.054571217959099,0.46342750584709075,0.6826158938430742,0.3778411575602978,0.3677495963778817,0.05406244963810189,1.3205079937750548,147.57141774282474
-1.3256378416476227,-0.7913267785311868,-0.803452620651601,-1.3350857731398251,-1.005051301099155,0.797417822368034,-0.7301183534828363,0.9700274545241516,-209.81020908440124
0.8051609643477043,1.1247165990163142,-0.3316683240543309,-0.5183448969507435,-1.123383658007628,-0.6581055871697502,-0.9784518728105739,-0.13441681414041232,-127.42626580948264
-2.6011884505300356,-0.756503606267537,0.6657913699732798,-0.19142847310020647,-0.7468786891669017,0.7847775306204031,-1.0548401609081537,-0.20815747880850222,-94.1928540217315
0.09619908401918316,-1.3787848363779214,0.18712445883748,0.9746800261767272,-0.1747514205790824,0.5871155936407806,0.1110496216885358,0.9153147377388751,130.69030941512008
-0.012090735899695674,-0.05340280558636606,0.6739012690272139,-0.09870406067728899,0.4398622550877862,0.00240562891524933,-0.6319622741701068,-1.467395888541525,-69.19304287767301
0.5140932214766339,-0.9591840836375515,-0.8441777993549047,-0.41298232651566447,1.949560188441578,0.48985874246151484,0.9628513065928098,-0.0645621514528338,22.641917190590966
-0.4301315615079785,-0.4419878095232815,0.5897865915662807,-1.6818799652956455,-0.1798532972825914,1.8349840276599276,-0.5747206716961332,-0.13597796157328787,-19.30090918581771
-2.0636583453068096,0.46632776337881077,-0.8472800028037907,-0.8648488121414815,0.35680550262836513,-0.29428199759641144,0.6438373198414692,-0.15700873147172512,-140.32856879372676
0.4051748914342308,0.5908548595221383,0.7276845079796842,-1.181048245999305,0.012337622100609754,-0.10109642851329538,2.1302608510439915,-0.0976369045042087,134.07192755467887
-0.7339607370278735,0.55552090593349,0.329303969449012,0.25601230795519053,-1.9438722561207822,0.7545576013558329,0.3707192881193391,1.1109930660373435,169.86087665391506
-1.0928984517919897,0.40782698188890304,-0.5431095578147005,0.5825869512391562,-1.0483469637782612,0.5984193811618257,-0.19361521895476355,0.08710106507758603,-11.073488185972764
-1.4934453912035008,-0.42234606957085596,1.1107431897895919,-2.513294270980768,0.1303720383279693,1.3910255786372034,-0.6509303855477551,0.8589773127560398,-67.0646162012253
