feature_0,feature_1,feature_2,feature_3,feature_4,target
2.0224050665922606,-0.564875296812896,0.8708417789331119,-0.17521052684875305,-1.5429290505926692,-137.60098371854716
0.09477072372450644,0.5818474810254954,-0.9057392814294867,-0.29557474623471613,-1.5853008648304303,-207.34312948874472
0.382281043934476,0.40469337877166406,0.1813571290386325,0.15887064265155437,-1.1496488450272062,-45.92346518869677
0.408058165728342,1.7323985051241397,-1.2331368225253148,0.7182743889567151,-0.3494479576644289,40.8020210735946
0.41849250713998193,0.32858175808883305,-0.5075976592495863,0.881945728695196,0.7284048084420744,74.88307871016238
-1.31559634561876,0.17684762822995925,1.0889890745927238,0.21536526469056802,-1.4570255047380491,66.60333419012302
-0.27397208456524197,-0.9330431725830466,-1.1968814732853388,0.8587410566701655,1.026084011547147,-49.56887184824347
-0.003990079074380869,-1.6946151502051834,-1.0568832410619775,1.5896634745462093,0.5412285520008998,-46.713971183287875
0.8020866136293581,-0.3029639671284725,-0.1967452784783376,0.8365287021306153,1.2020025898120372,167.99018363862754
-0.5558849963124611,-1.6016775572133966,0.25333842151857255,0.34984436637969063,1.1437344587956348,54.89624141289873
0.17941071435718353,-1.455534327195565,0.5097788545383667,0.30044554294822756,0.556185222950422,-13.23689867528195
-0.9542258590258825,1.2113314154150474,0.38384960504506066,-0.5219309833116428,-0.6172671933658833,-53.607395907662664
-0.05601390404319847,-0.9717115839640218,0.6024001496664185,-1.3219188032448532,0.9838646221695374,2.9949791786995235
-1.0920267272131694,2.214999073470702,-0.9292818000022279,-0.3536609329572243,0.6143072184720918,65.73020626460232
0.5232476625104543,-0.495818519936454,-0.9443685994103146,0.2808646754181217,-0.1714646096186858,-118.65396401003795
0.17939393406095042,0.2559758503314101,-0.26516197569238154,0.5479358749690425,0.10050484319466005,24.911270809791304
-1.7426449493530565,0.8475055412067412,-1.2472635591265946,4.21631787436021,0.8574370096034155,359.95515003246265
0.0975389955199564,1.3474291193769772,1.2899787196652026,-0.5461849881158446,1.4001607999087358,251.14274669212213
-1.6548057700980627,0.8254014979622157,0.7557134782553125,0.19510992669199997,-0.8026276565184213,101.09918568856622
-0.7508589914088902,-0.513196001061684,0.4110201100365887,-0.4096957556447619,-0.21385932490515996,-96.332048340895
1.3210609954076995,-0.527784074868948,-0.15358017377209038,-0.39921915441982936,-0.6823138683132159,-182.9871969287823
1.0409063667950138,-0.4086503122624289,-1.168290282099549,1.1283733315399176,-1.2074004608317588,-104.15133894855191
0.6200833122731744,2.229865003742397,0.7551415376335527,-0.17191765456386537,0.6291720981110822,216.55418193778138
-0.24631346891371234,0.2506715681534776,-1.0405251493250363,-0.8866751812634686,-1.0172639336826803,-242.52105845913442
1.4199781468724246,-0.8754346378173407,-1.0161699998738205,0.724531173897531,1.4352719236308578,66.26487954928943
-1.8745493394803012,-0.0970429474062389,-0.40510859823947803,1.4081717912317944,0.6479600838732289,143.1959584370913
0.010183643485155885,-0.2855234248943408,-0.1386577343505331,1.6600211331893198,0.3889082012829646,141.71113495736074
-0.4726628155357138,0.0962679439289491,1.5998775141511075,-0.3994142762716403,1.2292133951136988,222.98838580435458
-0.22968968686828925,1.0072471141177441,2.704963428545874,0.09005405825364345,-1.0830026430219033,227.58347047720534
-1.2237409508899897,-0.012066952929662852,0.40370792491411855,0.039158427056798804,-0.07729790179289214,4.871290302778391
0.335140090547763,0.32757426853842286,-1.6037964102048956,0.9208203149267808,0.2349338043926224,-2.3114502088227304
0.42588321657931505,1.3417600707703412,-0.40668098340625386,-0.4230562404154202,0.7754678761316596,62.179715668939345
0.24845495009585458,-0.36864784369601056,-1.376073044954309,-1.1453162884750303,1.1640113793981597,-112.3253342498225
-0.9829916534185322,0.054432738865157676,-1.2089481591289206,2.2233602169111686,0.15989293507262803,51.64464030804236
-0.0898844120010162,2.431224001858044,-2.2020645785769135,2.7868035924262387,-0.46524873269584993,76.49427607396399
-0.48244328711780143,0.22538835218849737,1.02103787364917,-1.8638308118766338,0.3116975861008667,-53.4557862988417
1.7212431116384244,-0.8591283002737978,0.33256042585625517,0.3905524885411114,1.3372964809398995,142.0995548818406
