feature_0,feature_1,target
-0.01018257377344661,-0.9486096063431426,0
0.7895588380666493,0.6189797904022488,0
-0.19558009683448707,-0.5916793809367683,1
0.6715758853942274,0.7407949535466918,0
-0.24833963745604914,-0.4934506755080626,1
0.06514607071872253,-1.1098767634755795,0
-0.6718974570218147,-0.6604913494282794,0
1.0175596457637641,0.1094444933572457,0
-1.035636484300454,-0.15066225630251218,0
-0.4394920599141851,-0.4289448444722572,1
0.03887942924317102,-0.6647592899607073,1
0.21859396318891744,-0.5040257038974463,1
-1.019724806714857,0.2370619484534836,0
0.35008776137038067,1.0368044478610376,0
-0.6939559367269953,0.17774416372805818,1
-0.33417417806627897,-0.43168346502630384,1
0.2797649086473151,-0.37708444948111863,1
0.43359924256631,-0.23604521308581997,1
0.4650410529097724,-0.8279689188714434,0
-0.41744312139622436,0.2606833192769306,1
0.15325757423974445,-1.0366135863365273,0
-0.8345327197923154,0.7111900440015507,0
-0.4520241035289975,0.8502006445265547,0
0.4276915631617165,0.17742629137623464,1
-0.59687894142487,-0.24638974088564164,1
0.08928898383117229,-1.0361588833200397,0
0.4168986466637452,0.8817479582105451,0
0.5405729484740904,0.1395767449374121,1
-0.6615821920757387,-0.04940038943583254,1
0.5385585807926079,0.36506491607668085,1
-0.6684327567908827,-0.697331511711005,0
0.03221588885751735,0.6653903399532826,1
1.007103441200444,-0.1329854144547445,0
-0.5700273908485753,-0.022253512362815114,1
0.6243206974074931,-0.5671164657715517,1
1.0171541478415287,-0.23663495498757292,0
0.3907458105316041,0.4221394974854803,1
0.1772766705028488,-1.0574558121569375,0
-1.0003137297266478,-0.0032556226248718623,0
0.5878129758406607,-0.7963354375746412,0
0.3714490582591142,0.7162735609953272,0
0.5875628869549919,-0.43195712043273954,1
0.7265757708306536,-0.6905983139168416,0
-0.6950804834040282,-0.8429553567474537,0
-0.48851878212303934,-0.284406641097222,1
-0.564839400761455,-0.507119214789927,1
0.582814847260239,-0.32454639244328126,1
0.6123072800067456,0.6158320721246502,0
0.4432621250527331,-0.3846527120917529,1
1.0042842995755024,0.2157876416979543,0
-0.013398693296346728,-0.5513426081053872,1
0.3533451594913088,-0.9707360363148784,0
0.4679348090050748,-0.440879436781296,1
-0.2993952736821418,-0.4788712952303393,1
-0.9370921546591998,0.3836557715259259,0
0.5101549224004225,-0.36096174140220527,1
0.8720047997634858,0.43438451852889104,0
-0.17191547719581207,0.5429793896826088,1
1.0525363934565375,-0.05937393498189558,0
0.3627013039019562,-0.4777433117612606,1
0.8020758721888424,-0.15692006731119906,1
-0.9313183498061095,-0.6469410100728941,0
0.5246571397483385,0.10213350729648167,1
0.40812256354591925,0.8209368415571,0
0.14549129907506778,0.7040521880170312,1
-0.8467921596628224,0.5574245404911037,0
0.7547070916118965,0.47494456300364113,0
0.2925905981426333,-0.9776241313569919,0
0.19170574370579896,0.9839249547165163,0
-0.5473297797252544,0.9141063175620104,0
-0.45425427612159713,-0.8041549188347941,0
0.9502321803925515,0.4970287788822555,0
-0.23309027229660806,0.4841101530719352,1
-0.5381512326322858,0.8291620940176857,0
0.08926828941787107,0.9190237138697944,0
-0.281053449355286,1.017775410877719,0
-0.1660103461899079,-0.6835224601329706,1
-0.44160625013484045,0.478738992746668,1
-0.9153049904562961,-0.05574152844791391,0
-0.35259212040381194,0.8223206359446922,0
-0.3014236436055865,-0.9218508776898213,0
-0.17876128776513758,0.4776551767027411,1
1.0677671304077265,0.3219411958492672,0
0.662384937611342,0.5953567298421836,0
0.852148188160166,-0.23490062438916254,0
1.0982180714319798,0.27442939585691334,0
0.23121683909981722,-0.490634973856727,1
-0.47026034739466427,-0.12070670591157362,1
0.3378674644950253,0.5611484041088441,1
-0.9197811395250617,-0.4682327033093669,0
-0.36239936356585384,0.6287145294298693,1
-0.3773860426563122,0.35579675993153614,1
0.5088607712842594,0.21941131070928188,1
-0.9452113381670282,0.4996002358494047,0
0.5230116107228232,-0.2941367715026979,1
-0.18173266908255598,-0.5125547897385285,1
-0.7072939479820881,-0.09597109578533926,1
-0.21786097976791863,-0.5303346735857106,1
-0.3118461166920549,-0.9941670600576107,0
1.0091670423141217,0.24917300544332577,0
0.06745231934356806,0.7421839701957506,1
0.7889896764353462,-0.361797811454572,0
-0.4950528869772029,0.5194003312232505,1
0.5909864812686279,-0.26413011137526515,1
-0.16338368002854706,-0.6258685553112336,1
-0.39459577765117365,0.5004214611773534,1
0.21286648175950734,0.5301140070250565,1
0.552338894884414,-0.9417993485459875,0
-0.5413240221968676,-0.283129772287569,1
-0.40378574793719446,0.8925198784802051,0
0.0017705037860878195,0.46555879849703374,1
-1.0382376086242868,-0.02236836464497788,0
0.47038384802474303,0.37958401367432737,1
0.47968807398145724,-0.9776394572060793,0
-0.5595816823964587,0.7234379732538058,0
0.3182835014186777,-1.0348393962016373,0
0.466761154244139,-0.47707378652309196,1
0.5377995334306951,-0.2072042083399403,1
0.011498144125765719,1.1254248840051393,0
-0.48946582865333144,0.538125445143851,1
0.5804852817452517,0.7598208478368662,0
-1.0493656993893064,0.14351308372682073,0
-0.775192609106549,0.7962791515113801,0
