feature_0,feature_1,cluster
0.5276866105478019,0.8422420534785224,0
0.05247568084974352,0.2488555326362604,1
0.0496588706196162,1.0836756567846555,0
1.2938418781488517,-0.511036360978872,1
1.8229438388627088,-0.09738368500064745,1
-0.3094708546410844,0.9677340942759335,0
-0.06900936877510316,0.9554530767273752,0
1.8041235184623665,-0.0478631143913225,1
0.8962778331956314,0.26886902412303254,0
-0.009623035302257091,1.10147906602776,0
-0.8534048738952671,0.5775822557677113,0
0.9103562057021842,0.576689877958221,0
0.5713382630032537,0.8593241532556393,0
0.23268078388150637,1.0481350905990834,0
0.3911920319276133,0.9336448656221674,0
0.26654487465720356,0.8548486325114695,0
0.8260963185270735,0.4281205631708221,0
1.1001545576964662,-0.6036559463335205,1
0.15970108087553747,0.9900483503929617,0
1.9976288287473605,0.46209795574534374,1
-0.6972550667488111,0.7628694783934589,0
-0.2920578138423879,1.070892771199256,0
1.216387273983043,-0.503820050110354,1
-0.7394434330460261,0.7315774893951483,0
1.2244560206983464,-0.43799467841034945,1
0.4593002602285631,0.9648778399742093,0
0.7294098035337466,0.5580620080919183,0
0.5146984690167355,-0.37711457705042273,1
0.7093867947543676,0.7364083868158467,0
0.04572834691003177,0.39732104243422633,1
-0.41339344143137247,0.9623051184270398,0
1.8227139008960787,-0.21773361083674986,1
1.9916537521630062,0.13356219061401686,1
0.922320871507518,0.46118062259758025,0
1.696097708223008,-0.22227864523576782,1
0.483862719754604,-0.2848470331651121,1
0.25051585402475685,-0.09287416068154516,1
0.5763557880355913,0.7807756782111366,0
-0.8854494337542844,0.42660828398940903,0
-0.6040944180758221,0.6183663387914807,0
1.8968868502705094,-0.231782834460051,1
2.0955854917031487,0.41299633575110817,1
1.5135656197597664,-0.4180330722095647,1
1.9224599000201186,0.30047589920958123,1
1.893246378430313,0.21059109657820255,1
-0.5719181055305144,0.609213576644475,0
-0.3135907466317677,0.9136766231433676,0
-1.0800185590614237,0.2592916732718061,0
-0.03481862211671451,0.31478567476322084,1
0.9953027159496887,0.2909712333041465,0
1.7913248746256398,0.20853188723275096,1
-0.7951403495560276,0.6613504331164275,0
0.5742064385636266,-0.2978011978921655,1
-0.09978165958142614,0.9007179266800388,0
0.8119462069938294,0.7088336754161002,0
0.2863538602726628,-0.19277834326145327,1
0.3556169152097353,-0.14636202571987858,1
-0.2978859254395989,0.9789712258441421,0
-0.8144705349049566,0.42209968681174936,0
0.9415219143905622,-0.5269115644003259,1
-0.7834230086081135,0.485838640086129,0
1.0353198237285528,0.17600023346261562,0
1.3882092989770634,-0.4006020212987278,1
1.2278685982541584,-0.32792966699989834,1
0.9460267492177805,0.5374936914200582,0
0.7702627688481399,0.6928430359842714,0
1.530900461682861,-0.2373089075984162,1
-0.29537828366180047,1.0289931489876498,0
0.03947162756370183,0.3580779205104335,1
1.923429921857983,0.2789056083640986,1
-0.054836238874386885,0.8689786212375247,0
0.10673909371108069,0.12984289671603913,1
-0.5730540674916222,0.8632582729120752,0
0.5259961500883746,-0.402586003551039,1
1.7608189134291408,0.00232539961819013,1
0.07227142709429366,0.10406975009233572,1
