feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
0.6232971509392091,0.44913210483918026,0.6597331850994309,-0.02017620330020137,-0.02321677509490649,1.0680674025258536,61.68044981836179
-1.506891762704279,0.5973262676216063,-1.0922603978411893,0.4853134063725377,0.39312539338532426,-0.24200232508309938,-28.26555336680306
-0.7745757401167831,-0.022455953117570655,-1.1053971386791746,1.3486862522548506,-1.2332808260192607,0.03524378809646945,-102.82783941081932
0.15099774231266805,1.2841652585961159,0.862500490140233,0.3481144188319068,-0.08465583019100621,1.1653419011383872,99.93229226807274
-0.8018391824223493,-0.12239576682921123,-0.054467965808602435,-1.8850087078594409,-0.15086423694655876,-0.8857179805944462,-234.8442479113632
-0.4950790620342365,-0.8372323584089717,0.6565290573341448,-0.4417968301325051,-0.2663108293818041,-0.7518257254201087,-67.70182699815577
-1.4201035244543665,-0.677612950266666,0.1991743807576632,0.42185463292403824,-0.25467210022649744,-2.530044382371273,-30.856095302225604
0.017915218410745636,2.217523038490181,1.1495230577122941,-2.5643323201512116,-0.802631743807976,1.9716659550553308,-214.16316672266566
0.36475162745561696,-0.3293840565187404,-0.7657859948683001,0.04720069688555445,2.242680430312507,-1.4141808693961873,158.62295275124873
-0.6621142212803716,-0.31244497887950146,0.3011646873211237,-0.3681951601058019,-0.44716392092943574,0.6986712949832447,-81.47588431392626
1.1696423122845763,0.3120385795943919,0.8333416036478872,1.8194453546978828,1.3769407720947173,-0.4772520292850627,388.3481333107952
0.18633450831583834,-1.1431261924546972,-0.7443374763131347,1.693291971052621,-0.023173935769240234,-0.04694483296782435,93.69578258738463
1.025593663699973,-0.6343375302669857,1.0989064460642868,-0.07838323909794374,0.5916141803468188,-0.27965783248046566,137.79689222403252
-0.34419631870411893,-0.36834912655409574,0.8688168530426338,0.25603033009966725,-0.5616662530011237,-0.4127806511281419,25.01980713090404
-0.3534096853584926,0.8766028973690106,0.14208669147624858,-2.2493484215085915,-1.4162452966267973,-0.5879660188920653,-351.3810506267454
0.10903950345297057,-0.3087691334799018,0.50032189075201,0.8242380132064524,-0.5276879826231882,-1.2461686346178493,72.11979755755728
0.250982274778835,-0.785860003208143,-0.7670820957683575,-0.09316423231398385,-1.727884367105734,1.4659109586570105,-218.5277918389612
-2.151084565954446,-1.1216280295337946,0.541680989800196,-1.9142439544212768,-0.40467787689236506,1.254229861443012,-212.6675482400205
1.6048965921854081,-1.1783551902934517,-1.225575294211012,1.8398521991171113,1.0918225668752277,-2.1561258695451975,188.88496829320204
0.9060938504344009,-0.9890806127994638,0.14243006820030288,-0.8901498410709744,-1.675070271760924,-0.42123663619516694,-241.7906581934185
0.9198275906192049,-0.23415186794020107,-1.7662224643818736,0.3647165125400287,-1.7630171475832017,-0.0026925869555015037,-245.65710224825307
0.5656247594813754,-0.48313983805493604,0.1116890740017796,-1.8565465283631384,0.6742437176579158,0.1556696699315751,-91.77091800232702
0.006502739687071773,-0.1682054124377273,-0.23361690477774594,1.0603785461304445,0.5545484871891152,-0.05936650549773935,140.1637819825634
-0.7985699622705354,0.5193037984130198,-0.4718052716837913,-1.3717522710956913,-0.5508856292328538,1.1048530219756156,-233.34130142636604
-1.7666305539673723,0.32755325605711105,1.704573088723527,-0.07830818853537587,0.540690280583958,0.2611282174482131,169.19923450457944
1.643609254406763,-0.569143390445709,1.3726899012293006,1.5314045370887466,-0.40359290435192946,0.5688681976444036,244.82699597438986
