feature_0,feature_1,target
0.8006455963699567,1.1422623787065087,1
-1.6115989348293491,-0.4100459558649233,0
1.1107639035893149,-0.02921129935593858,1
-0.2867846279765476,-1.7307774071514057,0
-0.2732708025868076,3.089116202410194,0
-1.711127846811632,1.9046874621978025,0
2.454609176778085,1.1463297814068767,1
-0.702712105797819,-1.1037784635934715,0
-0.01423333570541696,1.1707857438914129,1
2.442344317936028,-2.32853076861812,1
-0.0991336506572662,2.2398290382027666,0
0.5054499772835083,-1.1243490075853886,1
-1.2478514617149716,0.09473670321218242,0
-1.2125302973482395,-0.01569254729562497,0
-0.15389573079188712,-0.006059801467668602,1
0.2863627999262037,-1.3277980716850901,1
0.5410010883462738,1.5965481546028983,1
0.9566582627347627,-2.0051941313468102,1
-1.3223229571214499,0.8072595037738493,0
-1.611028659942598,-0.46320418292715093,0
-0.8002232103114439,-0.6714397896187244,1
-1.7973149049666877,1.3375961920564385,0
-1.8337927768894449,0.8356185978836108,0
0.12133158037975866,-1.6367459951419696,1
-0.39254497640536146,1.3184432400617556,1
1.0410167201154032,0.7293888717655472,1
-1.5397256906383143,0.49705685360798224,0
-0.20510998513852186,-3.0194890839875486,1
-0.6939654401072975,-0.16711339238596,0
-0.7913726845701154,1.3923024683577725,0
-2.26733206326868,-0.2812389465816968,0
-0.4861066661964366,-3.3027158168055206,0
1.2699003319582032,1.2597914678539746,1
-0.14246815861810802,-2.235365821595987,0
0.20228313882074722,-1.4021231123757838,1
-0.9790872549231859,-1.4985588766042819,1
-0.6587185673562981,-1.8660655273033164,0
2.433049798832146,0.6609391275544674,1
-0.7785826182735868,3.1516172958290865,0
1.409181816037709,-0.07839175511021823,1
0.1866167602317954,-2.281990542850907,0
-1.4896306891028257,-1.3761894189662829,0
0.24748653420379607,0.6573778306174655,1
-0.9079437313717086,0.5565584393386918,0
-0.8541505063008714,-1.9032029462405324,0
1.2402374080380234,-1.28115715792669,1
-1.551830580881362,-0.8225683169522342,0
0.1255096623946943,2.18988941330955,0
-1.0757485985636006,-1.2512037072109794,0
0.5148878344974779,1.0322930927278051,1
-0.0761215290013526,1.3675751257958235,1
-0.9850345723005142,-1.2880061939933825,0
1.3852607157141272,-0.8730025200591507,1
1.5728593176521075,-1.9854589635097444,1
2.464365532448127,1.2370233268000845,1
1.2249900532791047,0.36846690850793484,1
-1.8366747517060313,0.9585093487555636,0
1.7856307144158357,-1.6665192609310657,1
1.8368535901647718,-1.363885392040003,1
0.27440462971993584,-1.844076662786875,0
-0.6547279436723914,-0.44411571242815817,0
1.0820167971265264,0.5512387089440175,1
-1.1288405386255875,-1.6314635197837806,0
-1.1134125777509902,0.5082274913101219,0
0.9601870489524993,0.5784533915625201,1
-1.8358182735575892,-0.7017540430744812,0
2.317174246958627,-1.0957420663434114,1
1.5463636199725757,0.9727860372784085,1
0.6123157317532479,0.9051171727924876,1
-1.6572636370392742,-1.1769461386596838,0
1.9628991288739974,0.23014027577236607,1
-1.5503039335464757,-0.2839434329212631,0
1.6004946004126148,0.8994148471199079,1
-0.8827868335011989,2.4824670791143078,0
-0.7220815119789945,-1.1858502060823843,0
0.9486386716914941,-1.667675047760317,1
0.23583568378718156,1.4549292841339982,1
0.3185958914167999,-2.113797501806996,0
1.4907169499151849,1.1400081412220315,1
0.7072231524254922,1.1075791025985073,1
-1.2496682703871538,-1.2836110654492932,0
-1.8487154310513358,0.7090945649222771,0
-0.005148742700294973,1.5199386399681565,1
1.8748929772381815,-0.9310816176958198,1
1.2076043594296473,-2.5772785182292384,1
