feature_0,target
-0.6226995198205938,-9.521589690357452
-0.2525681513931603,-20.651555472010273
-1.7249178325130328,-53.43314231873886
-0.6800247215784908,-18.0295681083452
-0.3853135968617602,-18.874633023032985
0.3411519748166439,11.211314176277698
-0.39210815313215763,-5.871019357041366
0.82206015999449,10.654454931423704
0.37569801834567196,10.419642077084692
0.08704706823817122,13.881978474949557
0.24196227156603412,-3.639589287791315
0.25988279424842353,48.43144545187854
-0.5622875292409727,1.2210419241917467
1.0571222262189157,28.850591812011725
1.7654542402810969,59.55279479276296
-0.3011036955892888,22.908480402336863
0.7746340534293368,29.062926909280726
0.30154734233361247,3.122788821928374
-0.11564828238824053,-44.00320008864009
0.9755451271223592,28.600756853968964
0.0917607765355023,17.42723146948946
-1.763040155362734,-34.30656563509705
0.9633761292443218,74.65337235169413
0.6795977489346758,13.03267807768499
0.6476885381006925,-17.486376238379325
-1.4301413779606327,-57.20583046987605
0.8496020970210246,15.06896526398823
-1.1913034972026486,-16.571791971614964
1.158595579007404,21.73080416408543
1.477894044741516,40.209499205597155
-0.47917423784528995,32.00085581555628
-0.5297602037670388,-9.428366105724347
-0.20812225035727522,-12.820301667668357
-0.3276621465977682,-10.350904512303305
-0.6516003476058171,-13.022529238366909
1.0035328978920242,47.82927972144421
0.8995998754332507,44.64883300960898
-0.2453881160028705,10.1072486064818
1.088950596967366,10.671237144121328
-0.4465149520670211,34.8933227045558
2.1904556258099785,18.36110505356489
-0.38508228041631654,-9.08319151356511
-1.2477831819648495,-79.79839779122989
-0.883857436201133,2.98680329527555
0.9312801191161986,35.418848122486025
-0.013497224737933921,11.896158428522284
0.6296288419236122,37.92976912802599
1.8861859012105302,58.04363716545589
-0.48423407286625136,-20.03821539785647
0.8135172173696698,20.48577193699624
-0.8206823183517105,-47.707159069787835
0.5049872789804571,-0.22439451090464502
2.3146585666735087,106.1477837436737
-1.3281860488984305,-14.372351691445648
0.5150352672086598,6.887570697259067
-0.42064532276535904,-1.1538161815206358
0.46210347426327075,18.771740809241688
-1.9875689146008928,-26.523142419955256
-0.3220615162056756,-37.90716341639343
1.465648768921554,5.4954604055409035
2.1330333746562666,50.411015131728206
-1.2308643164339552,-36.22070223297485
0.7818228717773104,15.662907796145342
-2.025142586657607,-60.08705048253381
0.5150476863060479,-2.0455500142580494
0.21409374413020396,-2.7719074158752273
-0.8158102849654383,-3.63620737586189
1.083051243175277,23.31733265563659
-0.7728252145375718,-36.27637883752921
-1.1962066240806708,3.4621777367828557
0.29307247329868125,6.226666724323794
1.135565640180599,45.71972102660309
-0.7153037092599682,-29.3464231288405
0.09707754934804039,-46.30736951265021
-1.4785219903674274,-47.74591660058163
0.40498171096095553,43.02456627651098
-0.48536354782910346,-3.1225978827598766
-1.5148472246858646,-42.789847359057845
-0.46572975357025687,5.483492481288854
0.173180925851182,-2.8770829559541573
-0.23413695694918055,16.63527469730464
-0.6017066122293969,-23.152056903283118
-1.5193699659540134,-49.22105610555885
-1.1509935774223028,-46.44492972590015
0.8563987943234723,44.44406064450622
-0.9815086510479509,-45.37825612569454
1.1631637521549596,50.65345556325033
0.8219025043752238,30.4300213277813
