feature_0,feature_1,feature_2,position
-3.121174657452981,14.661395994414647,7.628534823961052,8.242346437921256
6.125103504223005,11.258023693226528,12.223941451939234,13.672660222425014
6.705811009942068,6.500079942012882,-9.479117819226982,11.611269350585523
-6.191714326952457,17.089695413845924,-8.299437867691495,10.354612268272524
6.1517219396754905,14.379354623631464,-0.6194386864318511,6.182830024295767
6.1513547881067225,3.4149557262427175,-0.6208142941549203,6.182602697650123
2.7376826232018345,19.129470874370693,-4.491184533966563,5.259814128229412
12.263978702021884,17.27328210138655,3.922219151363902,12.875906829228462
-6.011332596597068,19.945798179130406,-8.459425295238935,10.377764494949709
4.331298535330614,15.240109676155559,-10.529798410751182,11.385815806222022
0.9459015873565431,12.881719114651586,-4.814349913828582,4.906393268557352
3.876325494629346,8.783103762102996,13.300211000228376,13.85357397897414
12.557533563832212,19.58729815043428,-0.10541768822888144,12.557976035005165
6.101199505074858,18.187341679508574,2.8014815964478745,6.713637950914677
6.360582514173916,0.9495920722299775,0.9149288794690617,6.426048924035786
6.360959813421903,0.5537064644422921,1.011851645249558,6.440935762757043
2.0522687274487006,7.9057307044390415,7.296686257312454,7.579804566564784
-9.396398660042413,17.02161994641849,-2.2330748350460214,9.65810183200419
-7.037741044741091,20.732798715613832,5.255271176194777,8.783374872347022
2.8821163847987745,3.158754713174092,6.877690378014073,7.457158962457011
-5.17591079615451,12.476745022394837,-9.11145924896089,10.47896665779712
5.830519196610462,7.998707989251452,-1.5267060507701953,6.027087643920688
2.8259319639976828,20.368202354106668,6.910288735933453,7.4657874252561305
-2.500886370858564,17.684497385849884,7.772848189802485,8.16526800672592
-8.24939976380136,17.604902798933896,3.6250476870563917,9.010747316201849
10.886179526042277,9.842556355694375,-5.310716051867834,12.112498076647473
6.277758940968244,8.711209549090968,2.018449916015351,6.594270041814265
-9.473042731376912,5.741548510544831,-1.278549151569226,9.558934382213916
-6.631213794035641,1.1838854296694694,-7.875898390620561,10.295764752634362
2.183335015255181,18.15916990135612,-4.66447622438726,5.150173806456766
-5.520018655466506,17.070921191731628,-8.859392954798812,10.438364310764262
6.315365063286431,20.994071139008742,0.22970057553895812,6.319540983092186
3.0643005663144454,20.929373578552013,-4.355555194015135,5.325485800265292
6.326886282762691,11.664065817655176,12.101286199063793,13.655424479182715
4.396429271364394,16.14873571879072,13.09494041041856,13.813256483918725
11.992372792400868,19.840080327530988,-2.8714627591874664,12.331354490457125
2.0276427249511415,17.842595204225642,7.307201698934176,7.583306118636765
4.483401076664929,5.194310136607151,-3.4101291780421583,5.632926967853811
1.8393966683365595,9.461426841511964,-11.008520203789427,11.161133328686995
-7.488176440105005,2.7123477181813946,4.737058496732816,8.860728502759367
5.351583337316173,20.03507157243317,-2.3938064101839336,5.862572246520958
-9.369632841152796,12.729667323468481,0.4262047915993173,9.37932140948327
1.6039202481737065,4.801498915572717,-4.774275144030063,5.036493156294853
10.019430804271153,14.105714372522991,8.719900177628457,13.282531865174745
4.621486839679433,12.980693049615812,5.4574188852098775,7.1513328476568345
-0.4278513586041453,7.521417078689651,-10.948157429932085,10.956514404482682
1.5482271003330244,2.3847094361922094,7.4918957406787134,7.650196660439877
-9.442468911861814,14.103037107448792,-1.8075217483616952,9.613914604482265
-8.92440245345898,10.92646171897966,-4.203986448323435,9.865011972065302
6.360004084032528,16.218686226448426,1.10101063940844,6.4546011787717
3.916207927891017,10.92343352335186,13.28532686070557,13.850508811240884
10.254748850858952,17.89581150668934,-6.266473804345657,12.017843730667467
7.323552812908506,11.590043614264196,11.420504403480374,13.56695789900502
10.999201330518366,11.779697402243112,7.199531781130901,13.145938071388853
-6.246570609715445,18.409725655825245,-8.249264026960816,10.347463523427884
8.999531705039736,8.473140190460338,9.929309228607774,13.400848953231693
4.107893234826586,2.8143197974634555,-3.7266459403788597,5.54641116341696
6.310694167473351,0.6044362025801184,1.7894045714940765,6.559483942801147
2.124654297870594,15.857882369146,-4.678838341612766,5.138646136134078
0.586153204445978,13.026500578422757,7.756438876647681,7.778555111732116
-4.1733193309070105,14.785675130083694,7.261807547163064,8.375586134101695
4.009454308046451,4.472247391687126,6.064171136443006,7.269793354723414
12.511310221917899,2.863800987322165,-0.5422618438198655,12.523055991902705
-1.7678789981997152,0.3054379790255205,7.8788034213569595,8.074709871237589
3.4888286364100787,7.362338734938536,6.480713886587404,7.360134355705868
-9.042216489703755,12.388271423947295,-3.848606152328861,9.827179064330418
5.863656147135162,8.23712494709438,-1.4512079495913142,6.040568510065339
11.748258913703626,9.18697336249831,-3.5500583264796646,12.2729174047911
3.499299235148653,18.987332584368716,-4.132464454107713,5.415012243898965
1.7275007113244534,7.313364807489307,13.906694220204304,14.013579230228453
10.057571352910633,10.793779272356026,-6.528425038148744,11.99062446237126
6.287108048716743,16.456713267564005,1.9589947162150512,6.585240156167225
0.24785172916822445,8.327398428746672,-4.757982564037542,4.764433708148005
12.222472677913165,13.063820704785343,-2.078431263608343,12.397931879143329
4.2061806669609965,18.10963788368165,-10.568072974260248,11.374362496087695
6.420751515059661,19.939933096810485,-9.640674836032462,11.583119670980286
9.989535929970263,3.0885430995097964,-6.615443616626514,11.981440745625349
3.4764880155945437,19.45834012839138,-4.145451064919749,5.4102433821609885
-1.8985864662608427,10.334442154670302,7.864935155753467,8.090848878459889
5.151829114815966,5.423132154278125,-2.673958563743993,5.804429138932208
12.344579543801222,9.641850881003487,3.5574437952480396,12.846947126441533
-4.207763066491516,20.580684080995017,-9.714721528642617,10.586835429097896
0.17972389845348816,10.344979973850261,7.828966768549187,7.831029392278056
2.9947661729346366,6.903783816037673,-4.386624715649009,5.311412319383265
1.5982109625169012,13.301417940651241,7.474368830114151,7.643328312279356
0.5967930556758544,5.043057994342054,7.754237862882133,7.777169587032147
6.478231621805666,1.5931298902819422,-9.608953852910133,11.58876521002645
-2.9045849673860547,2.7064741601236335,-10.320275464205727,10.721226585137158
11.424416444808324,2.688962618113221,6.357411781136742,13.074172083131808
-8.850528100625564,3.1899565637581815,2.3721442492522105,9.162909799797392
5.2742253474518925,2.915370625637613,-2.5065421002709094,5.839538193738829
4.859964052347465,13.458369640867506,-10.35036106972343,11.434562731637618
9.211505593922602,3.8194817723820416,-7.506317493077477,11.882619139472085
-8.380098626972778,7.259012949801127,-5.4607683653078665,10.002301941920079
9.968215267873816,18.83255660802625,-6.642375044903859,11.978583466496955
