feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,cluster
-2.8519121395795195,8.212008858976702,4.478593124562092,2.3772205407552702,-4.99344128994074,-6.705531780444107,-8.580777365913246,7.2490769997325355,0.10352901956513416,4.134937680471692,0
-1.3414155613929428,9.268706971499535,4.9774814983033036,1.5612927178182647,-7.3672334152237635,-7.312667781095567,-8.443875614257713,6.902538434678441,2.3120750917605886,6.236852354566348,0
1.5539227513076925,-8.979821893723608,-9.11118888531888,9.891184477084073,9.850270564441066,6.596133210139797,-4.187717918407066,-9.325588456092108,4.199954851867605,-2.031231935242598,3
1.771252325329427,-7.360960498525858,-4.2310545949040295,-3.1244226102857886,-0.6835753316311538,4.945237158972683,-7.137139691770332,0.9073999921725011,2.4778209614626605,-9.875307505260038,2
3.862937322046659,-8.337154036082431,-8.264198075737518,9.45314142759329,8.517083593550305,6.5923409001902336,-2.628205946772428,-10.263376559226387,4.187405337733952,-3.6902209455380506,3
0.8337651180821815,-5.813489612410694,-9.701185159221135,8.225275507713631,7.84585547087551,5.666544815443585,-2.932412158054608,-7.530929631428365,4.663082642271172,-0.6748075792740372,3
2.3634710686609814,-5.562531262934438,-7.593067715937101,8.413763257008423,8.496423416949222,6.2460900252988685,-3.0460884920346425,-7.907497321218904,2.1076640480521402,-1.9997745691588154,3
-9.407288555380244,8.10136509528404,7.048540767761077,-6.404574680226306,-6.892117337607744,-5.7455457841762305,-2.6768720693756096,0.5164002093808189,-1.0522666145587214,-2.473202251403923,1
-10.210959475818402,9.592804498477129,5.9063822303103874,-7.0732402976551825,-6.975269746763273,-6.3689465999797354,-4.344457365326505,-0.19729234722909872,-2.767417090829519,-4.258522768667856,1
2.057510179128818,-7.118849638702541,-10.213438449475177,9.299303956405904,11.06757373313843,6.186348593112659,-3.682460499285037,-7.353834964755462,2.4153300336964385,0.5055645329216325,3
-9.667951505329667,9.85056883948962,5.586459287861556,-5.3249106892268285,-6.550644920862537,-5.346179807251461,-2.7277690892444943,3.084692274663371,-0.7814664539441095,-3.849620879456995,1
-2.4333930648590236,8.33712441668621,5.614998569645852,1.8261123024385935,-7.705124387943782,-7.20149543492894,-8.425396302360387,6.7597983626947284,1.2000798392977443,4.405138767412821,0
3.472840086269744,-8.281176466608212,-3.4768909238451875,-1.480255621648191,-2.6571878996657974,6.02317105377925,-6.510704187840477,0.20316609517058665,2.195967860779186,-9.558220309713597,2
1.4510718618126075,-8.591167390112938,-3.853288433690761,-1.9512006290000223,-1.1094666895040495,7.156779891181307,-7.3451301565560545,0.9776073913038437,1.2424305564819564,-7.351613839392749,2
2.4976070156336863,-4.077960974669747,-10.539045884800162,8.945430134017196,9.95318359656596,6.2910251639854025,-4.0208526690483275,-9.345774083318146,3.917447273183301,-1.9537141022238993,3
2.6044057505832336,-7.571811560508849,-8.639983918704813,9.424583245869364,8.970091460633423,6.338410733325793,-4.870457181817199,-8.253168999568368,4.2948766998323595,-1.0399771642395388,3
