feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
0.05091914844504538,-0.07442877076779175,-0.02545941803310259,0.02846596992452206,-0.022366188966471644,-0.006951277098915726,0.09203180701068234,0.031248333330273,0.014705830710975077,-0.040631232038676406,-0.03522455091480508,0.01933878865661254,-0.02475910146400354,0.06901186181836538,-0.008866506038334221
0.019464418429035374,-0.01022364766764504,-0.0056738318452309346,-0.014631419463574604,0.031601573627277904,-0.01737780790601664,0.017675002707582013,0.021215132260686383,0.04342271268078938,0.019630410900311583,0.04106513208089099,0.08651443630107714,0.050213366970236206,-0.0010604436725224467,-0.030732556037625397
-0.004901524652948919,0.11771415962054683,0.003077777766533753,0.028268246422988138,0.016793116826869004,-0.006088294626051097,0.017924553712911455,-0.015286876358805204,0.0089097079876284,-0.006117714093036126,0.07295249897204847,0.11316979081849855,-0.04251724752069506,-0.05196605347286109,-0.04377016467699639
-0.007652899843951162,-0.036774353935189304,0.017401263148130758,0.05752134313138504,0.05546561813358274,-0.01581203688768482,-0.003808815734472128,0.020635158833642555,-0.003415123506924208,-0.004629909889254355,-0.02181888396855181,-0.03643211363039095,-0.000208252834949043,-0.0338957007642688,-0.056938893792867984
0.056274387920916526,-0.01274120682089985,0.054992551944194855,0.009570706087864707,0.06842831919387381,-0.023320613074816178,-0.03327471301344173,0.01652759046927091,0.018148236008447102,-0.07976827077057143,-0.008213497624257896,0.01917824867051566,0.056921118110061224,-0.0766376745717212,0.025593029721051964
-0.03935762155661983,-0.008756525142901563,0.041965217763328316,0.029563911534207274,0.03214777411690055,0.009466546689789457,-0.031051696270014084,0.040434441712433974,-0.03495986000645285,-0.03643421992864704,0.024567433812588992,0.022964938304552405,0.023488466157305623,0.011381888971987466,0.023596995539639263
0.01720903327426501,-0.013244151416163858,-0.011980019675246291,0.01977130053331374,-0.0789917265389865,-0.005309958899397581,0.044552081935769296,-0.03081918378764093,-0.02346128568844197,0.030191784065917878,-0.06280317743620713,0.03414483357437527,-0.007416611466982392,0.05687397605616037,-0.011643258929999695
-0.037874046291396485,0.048791867266167105,0.0540080020136589,0.00372972607436026,-0.0015538176973980105,-0.06338473031448588,-0.0052639875225574595,0.01792244225584982,-0.017062691127780267,0.008949331765517298,-0.00542643538028899,0.03194687945510236,-0.01742621320634307,-0.02290395187693595,-0.012193811927440358
-0.021343449075707063,0.03655536480523557,-0.004130647296739611,0.002524734958192975,-0.07542470839882956,-0.01527104493217603,0.05323711950143608,-0.011834175575772604,-0.035705860494788154,-0.018683120750183736,0.006667384286644512,0.018259021366613764,-0.012340358243279167,0.08153900637846798,0.04227138603737279
0.05826642152226118,-0.019706771610573624,0.012798694927688673,-0.009567065945063371,0.01887329826921291,0.1013556476112801,0.01412497778991234,0.0002803893183898902,0.03424501001765286,0.02151900389249396,0.07423778475008518,-0.023050120446238512,0.04243807276293008,-0.008021620312134124,-0.03628455553778175
-0.010427603017073591,-0.014404701956594266,-0.001053875622468365,0.03507231594623803,0.06522338853904093,-0.015764516037293792,0.015347508459060686,0.005706474055371149,0.029784165551345193,-0.048752132609426034,0.05094425758987437,-0.05817358406684732,0.023357664664114507,-0.09007831680086803,-0.02842910849858033
-0.003604217635257419,0.038489616484040146,0.0010920860244592197,-0.04178587066368027,0.019445818218263765,0.04438813739708892,-0.015096180072282084,-0.03417600322374653,0.029452598734845493,0.044915632349278256,0.07253975850269427,0.03758111073096484,-0.00026756612071406635,-0.061188685361296104,-0.11161597313340804
0.029879107222108663,-0.027285104354202283,-0.008406373040520892,-0.027507115350585237,0.031183831682177348,0.021310603369712116,-0.004983491660088162,-0.02858044878481541,0.029128753551159854,0.009662363804716152,-0.004843454826821419,-0.05099831349678569,0.01690683809869827,0.020710153273032317,-0.07294950270303766
0.059747794485252165,0.05336157471237871,0.016986202366358616,-0.03594083306219038,0.02337946866181077,-0.015097568083697659,0.039832681316795085,-0.006635471140942403,-0.03201131600191065,-0.06609073649002006,0.0876442059822145,0.03431823835740216,-0.021189299275771983,-0.12365105539684039,0.008663073285850968
